row_id,overlap_row,article_id,date,outlet,title,keywords,body_preview,label_development_relevant,label_sdg_labels,label_sentiment_country,label_crisis_flag,label_crisis_type,notes,coder_id,_source
0,YES,01100701.2013081510011895322,20130815,세계일보,"황인영, 가슴골 공개 '화들짝' ""쉬는 동안 몸매 만들었다""","황인영,가슴골,공개,몸매,황인영,가슴골,스튜디오,황인영,진행,케이블,채널,QTV,예능,프로그램,신동엽,순위,여자,신순정녀,녹화,참여,황인영,자기소개,그동안,몸매,글래머러스,상체,자신,가슴,라인,출연진,MC,신동엽,당황,황인영,자신,비결,콘셉트,말씀,덕분,생각,콘셉트,가식적,말씀,황인영,소식,가슴골,공개,네티즌들,황인영,황인영,이야기,출연진,당황,반응,황인영,이야기,15일,9시,확인,사진,QTV,제공","배우 황인영이 가슴골을 모아 스튜디오가 발칵 뒤집혔다. 
 
황인영은 최근 진행된 케이블채널 QTV 예능프로그램 ‘신동엽과 순위 정하는 여자(신순정녀)’ 녹화에 참여했다. 
 
이날 황인영은 자기소개 시간이 돌아오자 “그동안 잠시 쉬면서 몸매를 좀 글래머러스하게 만들었다”고 말했다. 이어 상체를 숙이더니 자신의 가슴 라인을 과감히 드러내 출연진을 깜짝 ..",,,,,,,,news_2013_08.csv
1,YES,01100611.20231130032417001,20231130,서울신문,하마스 “10개월 아기 크피르 이스라엘 폭격에 희생” 진위 확인 중,"하마스,개월,아기,크피르,이스라엘,폭격,희생,진위,확인,가자지구,240여명,인질,인질,아기,생후,개월,이스라엘군,폭격,사망,하마스,주장,로이터,통신,29일,현지시간,보도,로이터,조직,하마스,군사,알카삼,여단,이날,텔레그램,생후,개월,크피르,비바스,형제,어머니,이스라엘,공습,사망,주장,희생,구체적,크피르,아이엘,엄마,쉬리,아빠,아르덴,오즈,이스라엘,남부,키부츠,니르,침투,하마스,무장대원,가자지구,쉬리,요시,친정,부모,마르깃,살해,습격,당일,크피르,가자지구,인질,나이,휴전,닷새,생사,석방,여부,관심,알카삼,여단,야르덴,이날,아빠,생사,여부애,언급,하마스,일시,휴전,시작,24일,28일,닷새,40명,닷새,아동,인질,석방,어린이,석방,휴전,합의,크피르,휴전,엿새,마지막,9명,명단,아동,인질,포함,석방,대상자,명단,크피르,이름,확인,친척들,크피르,일가족,호소,이스라엘방위군,IDF,크피르,일가족,사망,하마스,주장,확인,요르단강,서안,이스라엘군,사살,AFP,통신,보도,보건부,팔레스타인,자치,정부,제닌,서안,도시,알굴,아담,바셈,아부,엘와파,점령군,이스라엘군,아랍,방송,이날,시각,IDF,제닌,난민캠프,대상,전쟁,지난달,발발,규모,이래,최대,공격,IDF,아이들,폭발물,자위,차원,대응,사격,취지,해명,하레츠,이스라엘,일간,보도,미국,CNN,방송,외손주,하루아침,할아버지,얘기,소개,칼리드,나브한,손녀,남부,지난주,가자지구,자택,근처,알누세이라트,난민,캠프,공습,여파,타렉,오빠,현장,사망,아이,어머니,나브한,마야,중상,소셜미디어,SNS,나브한,손주들,슬픔,모습,영상,세계,영상,나브한,영상,아이,손녀,시신,수의,타렉,머리카락,인사,마지막,작별,나브한,CNN,인터뷰,뽀뽀,아이,아이,뽀뽀,타렉,머리카락,아이,부탁,머리,사진,머리,타렉,머리카락,아이,이젠,나브한,나흘째,일시,휴전,나흘,폐허,손주들,추억,손주들,할아버지,공습,허락,손주들,마지막,가자지구,당국,기준,누적,사망자,아동,6150명,희생자,차지,집계,이스라엘군,하마스,휴전,종료,전투,계획,마련,타임스오브이스라엘,현지,일간,TOI,보도,IDF,이날,할레비,참모,총장,베르셰바,위치,남부사령부,작전회의,전투,계획,승인,할레비,참모,총장,단계,대비,강조,요아브,갈란트,국방부,장관,참모총장,이날,할레비,참모,총장,다비드,바르니아,모사드,국장,로넨,바르,신베트,국장,정보,수뇌부,회의,전황,평가,공중,해상,지상,IDF,병력,즉각적,전투,재개,준비,납치,여성,어린이,마무리,노력,신문,이스라엘,하마스,기간,연장,합의,휴전,30일,7시,종료","가자지구로 끌려간 240여명의 인질 가운데 최연소로 알려진 생후 10개월 아기가 이스라엘군의 폭격에 사망했다는 하마스 측의 주장이 나왔다고 로이터 통신이 29일(현지시간) 보도했다.
로이터에 따르면 하마스 군사 조직인 알카삼 여단은 이날 텔레그램을 통해 “생후 10개월 된 크피르 비바스와 그의 네 살 난 형제 그리고 이들 어머니가 이스라엘의 공습으로 사..",,,,,,,,news_2023_11.csv
2,YES,01100101.20220630231431001,20220630,경향신문,나토와 가까워진 만큼 중 러와 ‘거리’,"나토,만큼,거리,나토,정상,회의,대통령,나토,모토,가치,연대,합류,위협,국제,사회,복합,안보,동맹,협력,중국,리스크,반발,외교,강화,윤석열,대통령,북대서양조약기구,나토,정상,회의,참석,계기,사흘간,데뷔전,다자,외교,마무리,자유민주주,가치,연대,군사동맹,미국,중심,군사,동맹,나토,일본,거리,중국,러시아,거리,중국,리스크,불안,요소,강화,대통령실,28~30일,현지시간,스페인,마드리드,대통령,외교,일정,계획,달성,고위관계자,자평,한국,정부,가치,규범,연대,협력,신흥,안보,강화,구축,글로벌,네트워크,가지,제시,1차장,김태효,국가,안보실,브리핑,가지,사업,충족,생각,연대,가치,규범,연대,분쟁,전쟁,지역,전략,상황,연결,지역,협력,시너지,반도체,차세대,배터리,원자력,건설,신흥,안보,협력,분야,국제사회,한국,역량,인정,협력,제안,성과,구축,글로벌,네트워크,10건,양자회담,외교,일정,5년,정상,외교,단추,평가,대통령,자유민주주의,법치,연결고리,나토,주장,가치,중심,연대,합류,행보,대통령실,정상,회의,참석,반중,반러,정책,선회,현지,나토,중국,러시아,견제,기류,화답,대통령,동맹국,나토,파트너국,연설,협력,보편,가치,규범,수호,연대,초석,국제사회,복합,안보,위협,직면,나토,신전략개념,반영,인도,태평양,지역,나토,관심,문제의식,우크라이나,전쟁,계기,나토,중국,러시아,견제,강화,호응,동맹,외교,전략,중심축,미국,행보,윤석열,정부,외교,전략,풀이,미국,서유럽,국가,주도,나토,협력폭,미국,아시아,태평양,전략,핵심축,공조,강화,기조,동맹,격상,29일,정상회담,대통령,강화,공조,강조,확인,개선,의지,과거사,선결,나토,밀착행보,중국,갈등,누적,방향,인도,태평양,경제프레임워크,IPEF,참여,전략적,폐기,시사,미국,외교,전략,중국,관영매체,나토,참석,한국,일본,대가,경고,반발,수위,중국,리스크,외교정책,한국,외교,정책,불안요소,자리,모습,마드리드,일정,대통령,총리,후미오,일본,자리,주목,정상회담,불발,정상,정상회담,아시아,태평양,회동,파트너,의지,개선,확인,대통령,만찬,스페인,국왕,주최,기시다,총리,대화,양국,발전,파트너,확신,대통령실,관계자,바텀업,상향식,하향식,분위기,정상끼리,개선,준비,개선,강제징용,과거사,해결,독도,일본교과서,돌출,이슈,경색,나라,정치,이슈,만큼,대통령,만큼,국정,지지율,뒷받침,마드리드","나토 정상회의 마친 윤 대통령



나토의 모토인 ‘가치 연대’ 합류
윤 “국제사회 복합적 안보 위협”
한 미 동맹 넘어 협력의 폭 넓혀
중국은 반발 ‘외교 리스크’ 강화

윤석열 대통령이 30일 북대서양조약기구(나토) 정상회의 참석을 계기로 열린 사흘간의 첫 다자 외교 데뷔전을 마무리했다. 자유민주주의 기반의 가치 연대를 내세워 미국 중심 군사동맹인 ..",,,,,,,,news_2022_06.csv
3,YES,01100701.2010102710004828925,20101027,세계일보,"한, 소득 법인세 감세 철회안 검토","소득,법인세,검토,감세,철회안,한나라당,적용,소득,법인세,최고,세율,인하,철회,원래,세율,소득,법인세,부과,방안,긍정,검토,한나라당,27일,여의도당사,최고,중진,연석회의,제안,정두언,최고,위원,감세철회안,당정,책위,차원,검토,배은희,대변인,여의도당사,회의결,브리핑,소득층,감세,철회,검토,최고위원,요구,제안,정책위,감세철회,검토,정책위부의장,이종구,의원,통화,2012년,소득,법인세최고세율,인하,적용,철회,원래,세율,부과,방안,긍정,검토,세법개정안,심사,조세소위,국회,기획,재정위,조세,소위,방향,무리,의견,한나라당,감세,철회,검토,복지,분야,예산,재정,지출,수요,만큼,세수,확보,재정,건전,회복,여건,마련,소득,법인세,최고,세율,인하,방침,철회,야당,부자감세,비판,차단,효과,노선,개혁,중도,보수,색채,강화,의도로풀이,국회,세법,개정안,심사,소득세,법인세율,인하,최고구간,한정,2년,세율인하,유예,2012년,소득세,법인세,최고,세율,인하,조치,한나라당,감세철회안,확정,소득세,초과구간,현행세율,35%,법인세,초과,구간,세율,현행,22%,부과,민주당,적용,소득,법인세,최고,세율,인하,철회,소득,법인세법,개정안,국회,제출,상태,감세,철회,정기국회,처리,전망,감세철회,주장,정두언,최고,위원,2012년,예정,소득세,법인세,방침,최고,세율,인하,철회,세수,증대,효과,5년,7조,재정,여유분,발생,한나라당,이날,회의,내달,예정,최고,중진연석회의,오세훈,서울,시장,김문수,경기,지사,회의,내달,비수도,광역,단체장,예산안,국정현안,의견,청취,한나라당,최고위원회,지난달,최고,위원회,요청,당소속,도지사,당주,회의,출석,발언,당헌,개정,개정,당헌,안상수,대표,최고,중진연석회의,현안,당소속,도지사,의견,청취,제안,시장,김문수,지사,최고,중진연석회의,참석","한나라당은 27일 2012년부터 적용되는 소득 법인세 최고세율 인하안을 철회하고, 원래 세율대로 소득.법인세를 부과하는 방안을 긍정 검토키로 했다. 
 
한나라당은 27일 오전 여의도당사에서 최고.중진 연석회의를 열고 정두언 최고위원징 제안한 감세철회안을 당정책위 차원에서 검토해나가기로 했다. 
 
배은희 대변인은 여의도당사에서 회의결과 브리핑을 갖고 ..",,,,,,,,news_2010_10.csv
4,YES,01100901.20210423112744001,20210423,중앙일보,"박용진 의식했나 이재명 ""주택정책의 핵심은 '실거주' 보호""","박용진,의식,이재명,주택정책,핵심,실거주,보호,이재명,경기도,지사,주택정책,핵심,실거주,보호,투기,투자,부담강화,입장,지사,자신,소셜네트워크서비스,SNS,주택정책,실거주,투기,투자,목적,구분,시행,실거주,보호,부동산,매매,임대,불로소득,제재,투기,망국,부동산,목적,이재명,제재,지사,강남,아파트,갭투자,보유,지방,전세,1주택,임대,불로소득,부담,강화,집값,안정,반대,도심,노부모,시골집,임대,거주,목적,제재,지사,서울,호텔,청소,경비,토론회,노동자,휴게,시설,개선,국회,참석,거주,2주택,생필품,보호,부동산,정책,실거주용,주택,투기,구분,입장,정책,일관,박용진,비난,반박도,의원,박용진,더불어민주당,KBS,라디오,최경영,최강시사,인터뷰,지사,다주택자,4급,경기도,공무원,조치,인사,이야기,강행,2주택,생필품,정책,일관성,비난,지사,언론,발언,임대,부담,강화,생략,후자,사례,인용,보호,종부세,완화,동의,보도,경기도,다주택자,승진,제한,2주택,목적,제재,조세,부담,완화,거주,주택,한정,감소,만큼,부담,투자,전가,보유,부담,전체적,망국,투기,가족,의미,회복,핵심,강조","이재명 경기도지사가 ""주택정책의 핵심은 '실거주' 보호와 투기 투자에 대한 부담강화""라는 입장을 밝혔다. 
 이 지사는 23일 자신의 소셜네트워크서비스(SNS)에 ""주택정책은 '실거주'와 '투기 투자' 목적을 분명하게 구분해서 시행해야 한다""며 ""실거주는 보호하고 부동산 매매와 임대로 얻는 불로소득은 철저히 제재해야만 망국적 부동산 투기에서 벗어날 수 ..",,,,,,,,news_2021_04.csv
5,YES,01101101.20171025051022002,20171025,한국일보,[포토]설경구-김희원 '수트핏 대결',"설경구,김희원,수트핏,대결,배우,설경구,김희원,25일,세종문화회관,서울,종로구,진행,54회,대종상,영화제,레드카펫,행사,참석,포즈","배우 설경구, 김희원이 25일 오후 서울 종로구 세종문화회관에서 진행된 제 54회?대종상?영화제 레드카펫 행사에 참석해 포즈를 취하고 있다.



이지숙 기자 jslee01@hankookilbo.com",,,,,,,,news_2017_10.csv
6,YES,01100101.2011020610005414795,20110206,경향신문,"신지애 역전우승 불발, 청야니에 완패","불발,신지애,역전,우승,청야니,완패,신지애,세계,23,2011년,출전,유럽여자프로골프투어,호주여자오픈,상금,60만,달러,역전,우승,실패,신지애,멜버른,호주,커먼웰스,골프장,파73,대회,아이언샷,퍼트,이븐,9언더,283타,지은희,25,PANCO,멜리사,리드,잉글랜드,공동,3타,단독,선두,마지막,라운드,시작,청야니,대만,16언더,276타,2연패,성공,신지애,10번,파5,1.5,퍼트,11번,파4,1.5,버디,퍼트,14번,파4,쓰리,퍼트,퍼트,극도,난조,추격,실마리,선두,4타,지은희,1번,파4,버디,우승,경쟁,6번,파5,2타,청야니,독주,미국여자프로골프,LPGA,투어,MVP,청야니,남자,선수,파워,비거리,신지애,지은희,압도,한국여자군단,라이벌,전망,스포츠,엔터테인먼트팀","세계 1위 신지애(23 미래에셋)가 2011년 처음 출전한 유럽여자프로골프투어(LET) 호주여자오픈(총상금 60만호주달러)에서 역전 우승에 실패했다. 신지애는 6일 호주 멜버른의 커먼웰스 골프장(파73 6645야드)에서 열린 대회 4라운드에서 아이언샷과 퍼트가 흔들리며 이븐파 73타를 치는데 그쳐 합계 9언더파 283타로 지은희(25 PANCO), 멜리..",,,,,,,,news_2011_02.csv
7,YES,01100701.20150825100000897,20150825,세계일보,남북고위급회담결과 협상 타결 '늦어진 이유' 우리측 '뚝심' 내세웠다,"타결,남북,고위급,회담,결과,협상,뚝심,타결,남북,고위급,회담,결과,협상,뚝심,타결,남북,고위급,회담,결과,협상,뚝심,김관진,국가,안보,실장,타결,남북,고위급,회담,결과,협상,국가안보실장,김관진,청와대,국가,안보,실장,장관,홍용표,통일부,나흘간,25일,타결,남북,고위급,회담,결과,협상,25일,김관진,청와대,국가,안보,실장,청와대,춘추관,브리핑,22일,이날,진행,타결,남북,고위급,회담,결과,협상,6개,남북,공동,합의문,국가안보실장,이날,김관진,국가,안보,실장,타결,남북,고위급,회담,결과,협상,질문,북한,주체,사과,생각,협상,입장,대답,재발,방지,도발,악순환,재발,방지,약속,북한,확성기,방송,중단,요구,재발,방지,연계,조건,확성기,방송,중단,실장,장관,마라톤,협상,북한,지뢰도발사태,책임,부인,남북,이견,협상,교착,상태,북측,설득,결국,북한,유감,표명,재발,방지,약속,장관,타결,남북,고위급,회담,결과,협상,협상가,김양건,북한,노동당,비서,논리,북한,DMZ,지뢰,도발,서부,전선,포격,도발,부당성,지적,사과,재발,방지,대책,요구,김관진,국가,안보,실장,정상,회담,논의,여부,얘기,단계,조심,모습,타결,남북,고위급,회담,결과,협상,22일,6시,판문점,평화,진행,김관진,실장,장관,홍용표,통일부,북측,황병서,정치국장,황병서,비서,김양건,노동당,참석,인터넷,강주혁",남북고위급회담결과 협상 타결 '늦어진 이유' 우리측 '뚝심' 내세웠다남북고위급회담결과 협상 타결 '늦어진 이유' 우리측 '뚝심' 내세웠다김관진 국가안보실장이 남북고위급회담결과 협상 타결이 늦어진 이유에 대해 밝혔다.김관진 청와대 국가안보실장과 홍용표 통일부 장관은 나흘간에 걸쳐 25일 새벽 남북고위급회담결과 협상 타결을 이루어 냈다.25일 오전 2시 김..,,,,,,,,news_2015_08.csv
8,YES,01100701.20160108001627843,20150923,세계일보,"北, 미사일 개발 핵심 위성관제소 첫 공개","미사일,미사일,핵심,위성,관제소,공개,북한,로켓,발사,건설,국가,우주,개발국,위성,관제,종합,지휘소,관제소,해외,언론,공개,미국,CNN,방송,22일,현지시간,1위원장,김정은,국방,위원회,자택,평양,도심,서재골,보통강,구역,관제소,방문,촬영,영상,단독,보도,외국,언론,미국,CNN,방송,북한,위성관제종합지휘소,관제소,방문,현지,과학자,인터뷰,사진,CNN,관제소,기념석,CNN캡처,영상,경애,김정은,동지,현지,지도,위성관제종합지휘소,주체,관제소,기념석,모습,건물,벽면,선군조선,기상,우주,정복,표어,북한,관제소,내부,공개,관제소,관계자,서방,종류,선동,과학자들,마음,거부,CNN,북한,탄도,미사일,핵심,시설,경비,첫인상,김정은,위원장,지시,최고,대학,선발,과학자들,주축,연구진,밤낮,몰두,소개,그동안,북한,로켓,자주권,상징,국제사회,반발,로켓,발사,강행,의지,관제소,근무,과학자,배정혁,인터뷰,밤낮,과학자,평화적,우주연구,과거,위협,미래,강조","북한이 로켓 발사를 위해 최근 새로 건설한 국가우주개발국 위성관제종합지휘소(이하 관제소)를 처음으로 해외 언론에 공개했다. 
 
미국 CNN방송은 22일(현지시간) 김정은 국방위원회 제1위원장의 자택과 가까운 평양 도심의 보통강 구역 서재골에 세워진 관제소를 방문해 촬영한 영상을 단독 보도했다. 
 
 외국 언론 가운데 처음으로 미국 CNN방송이 북한의..",,,,,,,,news_2015_09.csv
9,YES,01100401.20220224170729001,20220224,동아일보,李 “평화가 곧 경제 안보 정쟁화는 위기 자초하는 일”,"평화,경제,안보,정쟁화,위기,자초,경제,안정,성장,전쟁,위기,경제,더불어민주당,이재명,대선,후보,충청,강원,유세,러시아,소식,우크라이나,침공,언급,경제,안정,평화,안보,중요성,강조,국민,윤석열,후보,선제타격론,사드,THAAD,고도미사일방어체계,주장,추가,배치,근거,안보,불안,조장,후보,경제,후보,맹공,후보,이날,후보,자질,부족,지적,유능,무능,유능,구도,인물론,주력,겨냥,사드,배치,선제타격,위기,자초,후보,이날,강원,원주,중앙,유세,지구,반대,나라,전쟁,주가,경제,안정,성장,정치,지도자,전쟁,위기,고조,미국,한반도,긴장,고조,원인,윤모,후보,후보,안보관,집중,공격,후보,후보,사드,추가,배치,주장,후보,조성,안보,불안,보수,과거,미신,주장,북한,선제타격,한반도,위기,고조,손해,후보,선제타격론,비판,후보,이날,강원,유세,서울,상경,안보,우크라이나,사태,대응,긴급,경제,연석회의,주재,후보,회의,시작,사드,배치,선제타격,안보,정쟁화,일들,위기,자초,후보,겨냥,후보,대통령,위기,돌파,유능,안보,대통령,경제,대통령,평화,경제,평화,강조,분열,조장,비판,이날,후보,정치,통합,후보,분열,갈등,조장,후보,비판,원주,유세,분열,조장,색깔론,전쟁,위기,후보,김대중,노무현,대통령,얘기,23일,후보,하의,전남,신안군,대통령,생가,김대중,정신,계승,후보,무능,프레임,부각,후보,젊음,충북,충주,거리,유세,농부,농사,무책임,농사,조선,세종,정조,선조,지휘자,역량,책임감,성실,충주,원주","“경제는 안정 속에서 성장하는 것이다. 전쟁과 위기는 경제를 망친다.” 
 
 더불어민주당 이재명 대선 후보는 24일 충청 강원 유세에서 러시아의 우크라이나 침공 소식을 언급하며 경제 안정을 위한 평화와 안보의 중요성을 강조했다. 그러면서 국민의힘 윤석열 후보의 선제타격론과 사드(THAAD 고고도미사일방어체계) 추가 배치 주장 등을 근거로 “안보 불안을..",,,,,,,,news_2022_02.csv
10,YES,01100501.20140106100000126,20140106,문화일보,<인터넷 유머>부인의 각서 & 남편의 답변,"인터넷,유머,부인,각서,남편,답변,부인,각서,남편,답변,1.,호칭,생략,트러블,사과,사과,화해,시도,친정,친구들,이상씩,주3회,섹스,3.,반반,분담,맞벌이,4.,하루,1시간,3시간,맞벌이,5.,청소,일주일,집안,빨래,설거지,일주일,집안,청소,빨래,설거지,6.,신문,만화책,기타,불순,서적,제외,2주,여성,잡지,제외,시장,예외,시장,물건,반반씩,8.,안방,책상,정리,얼굴,몸매,최상,상태,유지,9.,유지,몸무게,유지,처자식,나무꾼,나무꾼,선녀,결국,사람,결혼,선녀,동생,연못,목욕,짜증,한참만,나무꾼,선녀,동생,목욕,나무꾼,동생,나무꾼,나무꾼,나무꾼,처자식,나무꾼","부인의 각서 & 남편의 답변

1. 남편은(이하 호칭 생략) 싸우거나 트러블이 생기면 즉시 먼저 사과하고 푼다.

→ 먼저 화를 낸 쪽이 사과하고 화해를 시도한다. 그리고 친정이나 친구들과 뒤에서 내 욕을 하지 않는다.

2. 매일 한 번 이상씩 안아 주고, 주3회 이상 섹스를 한다.

→ 좋다.

3. 집안일은 반반씩 분담한다.

→ 좋다. 근데 너도..",,,,,,,,news_2014_01.csv
11,YES,01100701.2011111510007142267,20111115,세계일보,포항의 내연산 12폭포 절경 초고화질 영상 볼수 있게돼,"포항,절경,내연산,폭포,화질,영상,홈페이지,포항시,문화,관광,비디오영상,내연산,폭포,비디오,영상,컨텐츠,보강,경북,포항,지역,대표,관광,명소,내연산,폭포,초고,화질,동영,포항시,내연산,폭포,영상,비디오,VR,가상현실영상기술,초과,화질,사진,12점,제작,포털,사이트,지도,연동,컨텐츠,자체적,홈페이지,포항시,문화,관광,phtour.ipohang.org,영상컨텐츠,보강,14일,본격적,서비스,15일,개설,화질,영상관,하이라이트,영상물,내연산,폭포,보경사,출발,번째,상생폭포,마지막,폭포,시명폭포,12개,화소급,HD,비디오,영상,화소급,가로,12노드,VR,사진,노드,6~10,화소급,6~12,화질,사진,구성,국민관심영상관,화질,전경사진,감상,독도,백두산,금정산,부산,시가지,대마도,전경,사진,기가픽셀,10억,화소,초고,화질,사진,사진,크기,컨텐츠,포항시,직원,촬영,이미지,편집,호스팅,4개월,작업,완성,포항시홈페이지,네티즌들,볼거리,제공,효과,포항시,홍보,극대화,방침,포항시,홈페이지,영상,서비스,개설,내연산,폭포,절경,초고,화질,동영,전국,공개,행정,마을운동,차원,제작,영상,기획,제작,자체,예산,절감,의미,포항시,홈페이지,수준,홈페이지,지역,자연,자원,지적,재산권,확보,차원,도움,의미,부여,포항시,지역,관광,자원,영상,서비스,개설,홈페이지,네티즌,증가,첨단,과학,도시,이미지,기여,지속적,영상,컨텐츠,보강,계획,포항","포항시 문화관광 홈페이지에 내연산 폭포 비디오영상 등 컨텐츠 보강 
 
경북 포항지역의 대표 관광명소인 내연산 12폭포를 초고화질 동영상으로 볼 수 있게 됐다. 
 
포항시는 내연산 12폭포를 고화질 비디오 영상, 고화질 VR(가상현실영상기술), 초과화질 사진 각 12점을 제작하고 포털사이트 지도와 연동한 컨텐츠를 자체적으로 개발하는 등 포항시 문화관광..",,,,,,,,news_2011_11.csv
12,YES,01100401.20150727141423042,20150727,동아일보,"유소연, LPGA 마이어 클래식 3R 공동 4위","유소연,LPGA,마이어,클래식,공동,유소연,26,미시간,그랜드래피즈,미국,미시간,블라이드,골프장,미국여자프로골프,LPGA,투어,3라운드,마이어,클래식,중간,언더,203타,기록,살라스,선두,러젯,미국,16언더,197타,6타,공동,박인비,KB금융그룹,백규정,CJ오쇼핑,박희영,하나금융그룹,공동,9언더,204타",유소연(26 하나금융그룹)이 26일 미국 미시간 주 그랜드래피즈의 블라이드 골프장에서 열린 미국여자프로골프(LPGA)투어 마이어 클래식 3라운드에서 중간합계 10언더파 203타를 기록하며 선두 러젯 살라스(미국 16언더파 197타)에게 6타 뒤진 공동 4위에 올랐다. 박인비(KB금융그룹)와 백규정(CJ오쇼핑) 박희영(하나금융그룹)은 공동 10위(9언더파..,,,,,,,,news_2015_07.csv
13,YES,01100701.20230509061214001,20230509,세계일보,"대통령실 추종 與, 비판 일색 野 관료는 눈치 보기 [윤석열정부 1년]","대통령실,추종,비판,일색,관료,눈치,윤석열,정부,세계일보,인터뷰,윤석열,정부,평가,전화,대통령실,추종,여당,비판,일색,야당,복지부동,눈치,관료,모습,대한민국,국정,운영,분열,정치권,사이,적극,행정,정부,조직,실상,대목,평가,국무,회의,입장,윤석열,대통령,대통령실통신사진기자단,국민의힘,의원,세계일보,100일,정부,출범,의원,대상,진행,설문조사,10명,4명,윤석열,대통령,국정운영,지적,칭찬,위주,반응,인사,난맥,이준석,대표,여당,내홍,비교,개혁,동맹,강화,대통령,정책,드라이브,성과,측면,공천,내년,총선,의식,여당,의원,눈치,강화,영향,대통령,국정,운영,지지율,30%대,기록,상황,여당,의원,정부,힐링,정부,국민,통합,정부,정의,더불어민주당,지도부,과거,청와대,재직,경험,의원들,경험,평가,일색,비판,반응,여당,쓴소리,야당,생산적,조언,평가,의원들,전문가들,대통령,조언,여야,협치,정치,복원,지적,쓴소리,칭찬,주목,소수,목소리,국민의힘,의원,거대,야당,정부,운영,국회,공전,원인,민주당,지목,의원,대통령,민주당,대표,이재명,대표,대통령,회동,악용,가능성,이것저것,사법,절차,처리,민주당,입법,폭주,국정,운영,부담,의원,검찰,출신들,특정,직업,출신,인사,개선,대통령,사람,90%,본인,말씀,반대,대통령,90%,10%,결정,태도,의원,정부,정책,방향,동의,의사결정,대통령실,참모,강화,참모들,역량,부족,의미,정책,대통령,결단,의사,결정,구조,참모들,직언,제기,수렴,구조,의미,민주당,의원,독선,독주,정부,혹평,정부,법치,전면,마약단속,사회질서,보수,사회적,기여,어젠,생각,여야,갈등,관료,복지부동,관료들,정책,최종,관문,국회,여야,대립,상황,이구동성,비판,정권,보폭,적극,행정,조심,기류,국무총리실,리더십,존재감,부족,지적,목소리,중앙부처,고위,관계자,정부,정책,입법,지원,의미,예전,법안,정책,예산,투입,정부,관계자,정부,총리실,국무조정실,존재감,부처,걱정,책임,신호,상황,책임,대통령실,총리실,정리,추진력,완성도,측면,전문가들,대통령,대외적,외교,성과,정치,여론,결국,국정,동력,포용,통합,대통령,리더십,회복,주문,윤태곤,더모아,정치,실장,대통령,결단,정치,거부,대통령,탈정치,반정치,모습,지적,정책,기조,구체성,소통,부족,시절,대선,후보,윤석열,대통령,꼬리표,수식어,0선,정치초보,대통령,검찰총장직,사퇴,2021년,3월,대선,출마,선언,6월,3개월,분야,인사,과외,정치,속성,세계일보,대통령,과외교사,조언,대선,기간,전화,인터뷰,평가,정부,윤석열정부,국정운영,방향성,설정,정책,구체성,대국민,소통,부족,공통적,지적,대선,캠프,대통령,참모,실무진,야당,협치,수평,당정,윤석열,대통령,방향,대통령실,통신,사진,기자단,정책,구체성,소통,부족,정승국,고려대,노동,연구원,객원,교수,윤석열정부,노동개혁,노동,시장,이중,구조,사회,심화,경제,효율,요구,정책,방향,설정,대통령,선언,대선,출마,선언,교수,노동,정책,자문,교수,시간,논란,근로,시간,개편안,정책,당사자,소통,부족,평가,교수,노동자들,동의,측면,정부,인식,정책,홍보,이해,당사자,입장,작업,지적,대통령,권순우,한국자,영업,연구원장,정부,소득,주도,성장,기조,방향성,부족,정책,디테일,보완,원장,개혁,성공,반대,진영,설득,능력,중요,정부가,설득,부족,생각,의욕,국민들,정책,흡수,생략,조언,대선,공약,추진,당부,한국과학기술원,KAIST,조재완,연구원,탈원전,정책,폐기,소형,원자,진행,건설,신규,원전,생각,대통령,대전,연구원,포함,학생들,KAIST,원자,공학,학생,면담,문재인정부,탈원전,정책,규탄,대통령,윤석열,대통령,출마,선언,검찰총장,대전시,유성구,어은동,카이스트,학생들,탈원전,정책,의견,야당,협치,당정,분리,대선,캠프,정권교체,대통령,야당,여당,국민,소통,강화,지적,박주선,국회부의장,거대야당,협치,참여,대통령,국정,구상,추진,여야,협치,대통령,여당,노력,주문,부의장,대표,더불어민주당,이재명,사법리스크,뒷말,대승적,견지,당대표,원내대표,지적,대선,기간,김종인,선대위,공동선대위원장,동서화합미래위원장,당선,대통령,대통령,취임식,준비,위원장,역임,부의장,선대위,전략,기획실장,활동,금태섭,의원,1년,야당,대표,야당,협조,인사,비판,박주선,국회부의장,남정탁,남정탁,대통령,지지율,기용,선대본,청년,보좌역,출신,인사,수직,당정,쓴소리,관계자,청년,보좌역,출신,대통령,대국민소통,강화,당정관계,분리,세련,방식,소통,관계자,청년,보좌역,출신,청년층,지지율,대통령,공정,상식,대통령,당정관계,흐름,생각,지적,이현미,곽은산,편집국,종합,김병관","세계일보가 실시한 윤석열정부 1주년 평가 전화 인터뷰에선 ‘대통령실을 추종하는 여당’과 ‘비판 일색의 야당’, ‘복지부동하며 눈치 보는 관료’의 모습이 생생하게 드러났다. 이들이 대한민국 국정운영의 세 축인 점에서 분열된 정치권과 그 사이에서 적극 행정을 펼치지 못하는 정부 조직의 실상을 엿볼 수 있는 대목으로 평가된다. 
 
 국무회의 입장하는 윤석열..",,,,,,,,news_2023_05.csv
